test_date,county,new_positives,total_number_of_tests_performed
2023-04-19,Queens,70,4324
2023-04-19,Rensselaer,3,69
2023-04-19,Richmond,23,788
2023-04-19,Rockland,60,11993
2023-04-19,STATEWIDE,627,42099
2023-04-19,Saratoga,8,164
2023-04-19,Schenectady,3,249
2023-04-19,Schoharie,0,7
2023-04-19,Schuyler,1,26
2023-04-19,Seneca,1,39
2023-04-19,Southern Tier,24,706
2023-04-19,St. Lawrence,3,114
2023-04-19,Steuben,4,83
2023-04-19,Suffolk,37,1943
2023-04-19,Sullivan,4,555
2023-04-19,Tioga,1,59
2023-04-19,Tompkins,5,93
2023-04-19,Ulster,6,214
2023-04-19,Warren,3,92
2023-04-19,Washington,1,63
2023-04-19,Wayne,2,117
2023-04-19,Westchester,26,1284
2023-04-19,Western New York,34,761
2023-04-19,Wyoming,1,14
2023-04-19,Yates,2,42
2023-04-18,Albany,14,196
2023-04-18,Allegany,3,41
2023-04-18,Bronx,23,2578
2023-04-18,Broome,9,224
2023-04-18,Capital Region,36,826
2023-04-18,Cattaraugus,2,46
2023-04-18,Cayuga,3,133
2023-04-18,Central New York,20,760
2023-04-18,Chautauqua,5,48
2023-04-18,Chemung,2,103
2023-04-18,Chenango,3,39
2023-04-18,Clinton,6,138
2023-04-18,Columbia,0,17
2023-04-18,Cortland,0,71
2023-04-18,Delaware,1,28
2023-04-18,Dutchess,7,154
2023-04-18,Erie,31,549
2023-04-18,Essex,2,53
2023-04-18,Finger Lakes,37,1407
2023-04-18,Franklin,3,44
2023-04-18,Fulton,2,26
2023-04-18,Genesee,1,63
2023-04-18,Greene,1,38
2023-04-18,Hamilton,0,6
2023-04-18,Herkimer,3,55
2023-04-18,Jefferson,1,111
2023-04-18,Kings,45,4174
2023-04-18,Lewis,1,29
2023-04-18,Livingston,2,69
2023-04-18,Long Island,108,4097
2023-04-18,Madison,3,34
2023-04-18,Mid-Hudson,66,3102
2023-04-18,Mohawk Valley,17,372
2023-04-18,Monroe,22,799
2023-04-18,Montgomery,3,25
2023-04-18,Nassau,47,1892
2023-04-18,New York,64,3729
2023-04-18,New York City,205,15248
2023-04-18,Niagara,7,101
2023-04-18,North Country,14,477
2023-04-18,Oneida,8,253
2023-04-18,Onondaga,10,381
2023-04-18,Ontario,3,143
2023-04-18,Orange,10,729
2023-04-18,Orleans,1,19
2023-04-18,Oswego,4,141
2023-04-18,Otsego,1,12
2023-04-18,Putnam,2,90
2023-04-18,Queens,59,4049
2023-04-18,Rensselaer,3,81
2023-04-18,Richmond,14,718
2023-04-18,Rockland,5,432
2023-04-18,STATEWIDE,576,27771
2023-04-18,Saratoga,9,188
2023-04-18,Schenectady,4,116
2023-04-18,Schoharie,0,1
2023-04-18,Schuyler,0,27
2023-04-18,Seneca,0,64
2023-04-18,Southern Tier,25,697
2023-04-18,St. Lawrence,1,96
2023-04-18,Steuben,3,114
2023-04-18,Suffolk,61,2205
2023-04-18,Sullivan,3,212
2023-04-18,Tioga,3,73
2023-04-18,Tompkins,4,89
2023-04-18,Ulster,6,146
2023-04-18,Warren,1,111
2023-04-18,Washington,4,79
2023-04-18,Wayne,4,188
2023-04-18,Westchester,33,1339
2023-04-18,Western New York,48,785
2023-04-18,Wyoming,4,44
2023-04-18,Yates,0,18
2023-04-17,Albany,8,145
2023-04-17,Allegany,1,20
2023-04-17,Bronx,29,1452
2023-04-17,Broome,6,180
2023-04-17,Capital Region,24,564
2023-04-17,Cattaraugus,3,37
2023-04-17,Cayuga,2,68
2023-04-17,Central New York,19,468
2023-04-17,Chautauqua,4,46
2023-04-17,Chemung,2,44
2023-04-17,Chenango,1,134
2023-04-17,Clinton,4,103
2023-04-17,Columbia,1,26
2023-04-17,Cortland,4,43
2023-04-17,Delaware,1,20
2023-04-17,Dutchess,7,197
2023-04-17,Erie,21,413
2023-04-17,Essex,5,30
2023-04-17,Finger Lakes,37,879
2023-04-17,Franklin,1,35
2023-04-17,Fulton,1,33
2023-04-17,Genesee,1,39
2023-04-17,Greene,1,13
2023-04-17,Hamilton,0,3
2023-04-17,Herkimer,4,45
2023-04-17,Jefferson,5,114
2023-04-17,Kings,47,2431
2023-04-17,Lewis,1,20
2023-04-17,Livingston,0,37
2023-04-17,Long Island,76,2861
2023-04-17,Madison,2,23
2023-04-17,Mid-Hudson,135,10578
2023-04-17,Mohawk Valley,14,245
2023-04-17,Monroe,23,519
2023-04-17,Montgomery,2,16
2023-04-17,Nassau,38,1376
2023-04-17,New York,38,1656
2023-04-17,New York City,167,8284
2023-04-17,Niagara,2,83
2023-04-17,North Country,18,380
2023-04-17,Oneida,4,138
2023-04-17,Onondaga,9,263
2023-04-17,Ontario,4,80
2023-04-17,Orange,9,564
2023-04-17,Orleans,0,15
2023-04-17,Oswego,2,71
2023-04-17,Otsego,3,12
2023-04-17,Putnam,1,54
2023-04-17,Queens,42,2197
2023-04-17,Rensselaer,4,64
2023-04-17,Richmond,11,548
2023-04-17,Rockland,83,8243
2023-04-17,STATEWIDE,535,25391
2023-04-17,Saratoga,4,159
2023-04-17,Schenectady,2,67
2023-04-17,Schoharie,0,1
2023-04-17,Schuyler,0,9
2023-04-17,Seneca,1,34
2023-04-17,Southern Tier,14,533
2023-04-17,St. Lawrence,2,75
2023-04-17,Steuben,0,42
2023-04-17,Suffolk,38,1485
2023-04-17,Sullivan,2,478
2023-04-17,Tioga,0,30
2023-04-17,Tompkins,4,74
2023-04-17,Ulster,4,103
2023-04-17,Warren,1,59
2023-04-17,Washington,3,31
2023-04-17,Wayne,6,128
2023-04-17,Westchester,29,939
2023-04-17,Western New York,31,599
2023-04-17,Wyoming,1,9
2023-04-17,Yates,1,18
2023-04-16,Albany,4,97
2023-04-16,Allegany,0,22
2023-04-16,Bronx,18,1529
2023-04-16,Broome,1,106
2023-04-16,Capital Region,29,754
2023-04-16,Cattaraugus,1,28
2023-04-16,Cayuga,0,61
2023-04-16,Central New York,14,519
2023-04-16,Chautauqua,5,38
2023-04-16,Chemung,3,47
2023-04-16,Chenango,0,20
2023-04-16,Clinton,0,74
2023-04-16,Columbia,3,15
2023-04-16,Cortland,1,24
2023-04-16,Delaware,0,13
2023-04-16,Dutchess,4,225
2023-04-16,Erie,18,311
2023-04-16,Essex,1,27
2023-04-16,Finger Lakes,33,727
2023-04-16,Franklin,0,23
2023-04-16,Fulton,1,19
2023-04-16,Genesee,2,24
2023-04-16,Greene,0,14
2023-04-16,Hamilton,0,3
2023-04-16,Herkimer,0,19
2023-04-16,Jefferson,2,68
2023-04-16,Kings,39,12066
2023-04-16,Lewis,0,20
2023-04-16,Livingston,2,34
2023-04-16,Long Island,64,2683
2023-04-16,Madison,1,23
2023-04-16,Mid-Hudson,90,17935
2023-04-16,Mohawk Valley,6,209
2023-04-16,Monroe,18,469
2023-04-16,Montgomery,1,23
2023-04-16,Nassau,34,1273
2023-04-16,New York,24,1566
2023-04-16,New York City,143,18649
2023-04-16,Niagara,8,62
2023-04-16,North Country,4,280
2023-04-16,Oneida,4,137
2023-04-16,Onondaga,9,318
2023-04-16,Ontario,4,72
2023-04-16,Orange,8,546
2023-04-16,Orleans,0,7
2023-04-16,Oswego,3,93
2023-04-16,Otsego,0,5
2023-04-16,Putnam,3,65
2023-04-16,Queens,47,2402
2023-04-16,Rensselaer,3,51
2023-04-16,Richmond,15,1086
2023-04-16,Rockland,48,15247
2023-04-16,STATEWIDE,420,42515
2023-04-16,Saratoga,12,368
2023-04-16,Schenectady,2,61
2023-04-16,Schoharie,0,6
2023-04-16,Schuyler,0,10
2023-04-16,Seneca,1,22
2023-04-16,Southern Tier,5,298
2023-04-16,St. Lawrence,1,65
2023-04-16,Steuben,1,44
2023-04-16,Suffolk,30,1410
2023-04-16,Sullivan,3,648
2023-04-16,Tioga,0,25
2023-04-16,Tompkins,0,33
2023-04-16,Ulster,4,249
2023-04-16,Warren,3,89
2023-04-16,Washington,2,59
2023-04-16,Wayne,3,70
2023-04-16,Westchester,20,955
2023-04-16,Western New York,32,461
2023-04-16,Wyoming,2,16
2023-04-16,Yates,1,13
2023-04-15,Albany,6,127
2023-04-15,Allegany,2,32
2023-04-15,Bronx,23,1975
2023-04-15,Broome,3,190
2023-04-15,Capital Region,15,549
2023-04-15,Cattaraugus,1,39
2023-04-15,Cayuga,0,112
2023-04-15,Central New York,13,708
2023-04-15,Chautauqua,2,56
2023-04-15,Chemung,1,127
2023-04-15,Chenango,0,44
2023-04-15,Clinton,3,100
2023-04-15,Columbia,1,18
2023-04-15,Cortland,0,41
2023-04-15,Delaware,1,31
2023-04-15,Dutchess,6,188
2023-04-15,Erie,20,520
2023-04-15,Essex,1,28
2023-04-15,Finger Lakes,64,1514
2023-04-15,Franklin,2,53
2023-04-15,Fulton,0,25
2023-04-15,Genesee,2,73
2023-04-15,Greene,0,19
2023-04-15,Hamilton,0,5
2023-04-15,Herkimer,0,43
2023-04-15,Jefferson,2,99
2023-04-15,Kings,50,3605
2023-04-15,Lewis,1,26
2023-04-15,Livingston,2,56
2023-04-15,Long Island,81,3471
2023-04-15,Madison,0,35
2023-04-15,Mid-Hudson,95,10223
2023-04-15,Mohawk Valley,15,408
2023-04-15,Monroe,42,873
2023-04-15,Montgomery,2,12
2023-04-15,Nassau,37,1627
2023-04-15,New York,45,2313
2023-04-15,New York City,178,11581
2023-04-15,Niagara,5,81
2023-04-15,North Country,11,427
2023-04-15,Oneida,12,270
2023-04-15,Onondaga,13,428
2023-04-15,Ontario,8,121
2023-04-15,Orange,17,742
2023-04-15,Orleans,0,29
2023-04-15,Oswego,0,92
2023-04-15,Otsego,1,50
2023-04-15,Putnam,2,85
2023-04-15,Queens,52,3118
2023-04-15,Rensselaer,3,64
2023-04-15,Richmond,8,570
2023-04-15,Rockland,29,7259
2023-04-15,STATEWIDE,514,30272
2023-04-15,Saratoga,1,85
2023-04-15,Schenectady,1,67
2023-04-15,Schoharie,0,8
2023-04-15,Schuyler,0,9
2023-04-15,Seneca,2,27
2023-04-15,Southern Tier,12,663
2023-04-15,St. Lawrence,2,116
2023-04-15,Steuben,5,105
2023-04-15,Suffolk,44,1844
2023-04-15,Sullivan,7,550
2023-04-15,Tioga,0,58
2023-04-15,Tompkins,2,99
2023-04-15,Ulster,4,230
2023-04-15,Warren,2,108
2023-04-15,Washington,1,61
2023-04-15,Wayne,3,229
2023-04-15,Westchester,30,1169
2023-04-15,Western New York,30,728
2023-04-15,Wyoming,5,90
2023-04-15,Yates,0,16
2023-04-14,Albany,7,136
2023-04-14,Allegany,3,41
2023-04-14,Bronx,25,1940
2023-04-14,Broome,4,221
2023-04-14,Capital Region,37,629
2023-04-14,Cattaraugus,6,51
2023-04-14,Cayuga,1,102
2023-04-14,Central New York,18,855
2023-04-14,Chautauqua,7,52
2023-04-14,Chemung,5,124
2023-04-14,Chenango,4,132
2023-04-14,Clinton,6,88
2023-04-14,Columbia,3,16
2023-04-14,Cortland,2,64
2023-04-14,Delaware,1,32
2023-04-14,Dutchess,7,166
2023-04-14,Erie,26,596
2023-04-14,Essex,3,63
2023-04-14,Finger Lakes,47,1466
2023-04-14,Franklin,1,40
2023-04-14,Fulton,2,34
2023-04-14,Genesee,0,86
2023-04-14,Greene,2,41
2023-04-14,Hamilton,0,3
2023-04-14,Herkimer,3,60
2023-04-14,Jefferson,7,100
2023-04-14,Kings,42,3344
2023-04-14,Lewis,3,25
2023-04-14,Livingston,3,55
2023-04-14,Long Island,104,3895
2023-04-14,Madison,2,53
2023-04-14,Mid-Hudson,75,2671
2023-04-14,Mohawk Valley,17,417
2023-04-14,Monroe,27,920
2023-04-14,Montgomery,2,22
2023-04-14,Nassau,61,1815
2023-04-14,New York,62,2631
2023-04-14,New York City,202,11861
2023-04-14,Niagara,7,101
2023-04-14,North Country,26,463
2023-04-14,Oneida,9,272
2023-04-14,Onondaga,9,501
2023-04-14,Ontario,5,123
2023-04-14,Orange,16,540
2023-04-14,Orleans,1,38
2023-04-14,Oswego,4,135
2023-04-14,Otsego,1,21
2023-04-14,Putnam,6,91
2023-04-14,Queens,58,3288
2023-04-14,Rensselaer,7,71
2023-04-14,Richmond,15,658
2023-04-14,Rockland,6,295
2023-04-14,STATEWIDE,596,23898
2023-04-14,Saratoga,6,110
2023-04-14,Schenectady,1,58
2023-04-14,Schoharie,0,8
2023-04-14,Schuyler,1,17
2023-04-14,Seneca,2,37
2023-04-14,Southern Tier,21,800
2023-04-14,St. Lawrence,6,144
2023-04-14,Steuben,4,105
2023-04-14,Suffolk,43,2080
2023-04-14,Sullivan,3,134
2023-04-14,Tioga,0,68
2023-04-14,Tompkins,2,101
2023-04-14,Ulster,4,147
2023-04-14,Warren,7,117
2023-04-14,Washington,4,80
2023-04-14,Wayne,6,114
2023-04-14,Westchester,33,1298
2023-04-14,Western New York,49,841
2023-04-14,Wyoming,2,62
2023-04-14,Yates,1,31
2023-04-13,Albany,5,211
2023-04-13,Allegany,1,27
2023-04-13,Bronx,57,3305
2023-04-13,Broome,2,225
2023-04-13,Capital Region,19,846
2023-04-13,Cattaraugus,1,59
2023-04-13,Cayuga,2,107
2023-04-13,Central New York,29,878
2023-04-13,Chautauqua,6,65
2023-04-13,Chemung,1,99
2023-04-13,Chenango,2,125
2023-04-13,Clinton,14,149
2023-04-13,Columbia,0,25
2023-04-13,Cortland,1,45
2023-04-13,Delaware,3,32
2023-04-13,Dutchess,11,210
2023-04-13,Erie,29,612
2023-04-13,Essex,2,45
2023-04-13,Finger Lakes,71,1481
2023-04-13,Franklin,5,61
2023-04-13,Fulton,3,23
2023-04-13,Genesee,2,78
2023-04-13,Greene,0,64
2023-04-13,Hamilton,0,4
2023-04-13,Herkimer,7,65
2023-04-13,Jefferson,3,113
2023-04-13,Kings,62,3752
2023-04-13,Lewis,0,25
2023-04-13,Livingston,0,53
2023-04-13,Long Island,84,3776
2023-04-13,Madison,3,53
2023-04-13,Mid-Hudson,92,3172
2023-04-13,Mohawk Valley,29,408
2023-04-13,Monroe,44,865
2023-04-13,Montgomery,8,18
2023-04-13,Nassau,38,1788
2023-04-13,New York,48,2530
2023-04-13,New York City,252,13561
2023-04-13,Niagara,7,104
2023-04-13,North Country,26,494
2023-04-13,Oneida,8,280
2023-04-13,Onondaga,17,528
2023-04-13,Ontario,10,143
2023-04-13,Orange,25,648
2023-04-13,Orleans,0,32
2023-04-13,Oswego,6,145
2023-04-13,Otsego,3,12
2023-04-13,Putnam,2,99
2023-04-13,Queens,71,3125
2023-04-13,Rensselaer,1,86
2023-04-13,Richmond,14,849
2023-04-13,Rockland,4,363
2023-04-13,STATEWIDE,664,26242
2023-04-13,Saratoga,6,135
2023-04-13,Schenectady,2,96
2023-04-13,Schoharie,0,10
2023-04-13,Schuyler,0,16
2023-04-13,Seneca,3,60
2023-04-13,Southern Tier,18,759
2023-04-13,St. Lawrence,2,97
2023-04-13,Steuben,4,90
2023-04-13,Suffolk,46,1988
2023-04-13,Sullivan,2,145
2023-04-13,Tioga,2,72
2023-04-13,Tompkins,4,100
2023-04-13,Ulster,1,223
2023-04-13,Warren,5,161
2023-04-13,Washington,0,68
2023-04-13,Wayne,10,212
2023-04-13,Westchester,47,1484
2023-04-13,Western New York,44,867
2023-04-13,Wyoming,1,12
2023-04-13,Yates,1,26
2023-04-12,Albany,9,244
2023-04-12,Allegany,0,21
2023-04-12,Bronx,36,2557
2023-04-12,Broome,6,239
2023-04-12,Capital Region,43,913
2023-04-12,Cattaraugus,3,66
2023-04-12,Cayuga,2,174
2023-04-12,Central New York,26,1147
2023-04-12,Chautauqua,9,90
2023-04-12,Chemung,2,120
2023-04-12,Chenango,2,121
2023-04-12,Clinton,5,134
2023-04-12,Columbia,3,34
2023-04-12,Cortland,3,60
2023-04-12,Delaware,2,60
2023-04-12,Dutchess,15,351
2023-04-12,Erie,37,672
2023-04-12,Essex,9,59
2023-04-12,Finger Lakes,59,1259
2023-04-12,Franklin,7,61
2023-04-12,Fulton,4,31
2023-04-12,Genesee,1,71
2023-04-12,Greene,3,38
2023-04-12,Hamilton,0,3
2023-04-12,Herkimer,1,60
2023-04-12,Jefferson,2,126
2023-04-12,Kings,52,4130
2023-04-12,Lewis,0,19
2023-04-12,Livingston,1,51
2023-04-12,Long Island,108,4279
2023-04-12,Madison,0,35
2023-04-12,Mid-Hudson,105,3506
2023-04-12,Mohawk Valley,21,486
2023-04-12,Monroe,40,812
2023-04-12,Montgomery,3,34
2023-04-12,Nassau,60,1961
2023-04-12,New York,83,3634
2023-04-12,New York City,259,14573
2023-04-12,Niagara,19,266
2023-04-12,North Country,27,494
2023-04-12,Oneida,9,257
2023-04-12,Onondaga,16,688
2023-04-12,Ontario,7,111
2023-04-12,Orange,22,770
2023-04-12,Orleans,2,39
2023-04-12,Oswego,5,190
2023-04-12,Otsego,3,86
2023-04-12,Putnam,4,149
2023-04-12,Queens,67,3579
2023-04-12,Rensselaer,8,102
2023-04-12,Richmond,21,673
2023-04-12,Rockland,7,442
2023-04-12,STATEWIDE,742,28612
2023-04-12,Saratoga,5,163
2023-04-12,Schenectady,5,115
2023-04-12,Schoharie,1,18
2023-04-12,Schuyler,0,18
2023-04-12,Seneca,1,48
2023-04-12,Southern Tier,26,840
2023-04-12,St. Lawrence,4,92
2023-04-12,Steuben,4,110
2023-04-12,Suffolk,48,2318
2023-04-12,Sullivan,7,209
2023-04-12,Tioga,0,68
2023-04-12,Tompkins,10,104
2023-04-12,Ulster,11,216
2023-04-12,Warren,4,125
2023-04-12,Washington,6,92
2023-04-12,Wayne,5,101
2023-04-12,Westchester,39,1369
2023-04-12,Western New York,68,1115
2023-04-12,Wyoming,2,13
2023-04-12,Yates,0,13
2023-04-11,Albany,5,192
2023-04-11,Allegany,2,44
2023-04-11,Bronx,31,2044
2023-04-11,Broome,3,262
2023-04-11,Capital Region,30,1065
2023-04-11,Cattaraugus,5,51
2023-04-11,Cayuga,2,140
2023-04-11,Central New York,43,994
2023-04-11,Chautauqua,3,56
2023-04-11,Chemung,6,146
2023-04-11,Chenango,0,140
2023-04-11,Clinton,4,142
2023-04-11,Columbia,2,18
2023-04-11,Cortland,4,67
2023-04-11,Delaware,1,70
2023-04-11,Dutchess,8,197
2023-04-11,Erie,38,662
2023-04-11,Essex,1,53
2023-04-11,Finger Lakes,78,1626
2023-04-11,Franklin,2,43
2023-04-11,Fulton,6,47
2023-04-11,Genesee,0,56
2023-04-11,Greene,3,29
2023-04-11,Hamilton,0,3
2023-04-11,Herkimer,4,105
2023-04-11,Jefferson,6,119
2023-04-11,Kings,79,6153
2023-04-11,Lewis,2,23
2023-04-11,Livingston,0,85
2023-04-11,Long Island,96,4057
2023-04-11,Madison,9,67
2023-04-11,Mid-Hudson,85,3682
2023-04-11,Mohawk Valley,18,622
2023-04-11,Monroe,41,989
2023-04-11,Montgomery,1,32
2023-04-11,Nassau,53,1928
2023-04-11,New York,58,2463
2023-04-11,New York City,259,14966
2023-04-11,Niagara,15,289
2023-04-11,North Country,20,492
2023-04-11,Oneida,6,265
2023-04-11,Onondaga,20,550
2023-04-11,Ontario,9,147
2023-04-11,Orange,16,766
2023-04-11,Orleans,2,33
2023-04-11,Oswego,8,170
2023-04-11,Otsego,1,137
2023-04-11,Putnam,2,110
2023-04-11,Queens,83,3444
2023-04-11,Rensselaer,3,101
2023-04-11,Richmond,8,862
2023-04-11,Rockland,8,801
2023-04-11,STATEWIDE,714,29593
2023-04-11,Saratoga,6,219
2023-04-11,Schenectady,4,316
2023-04-11,Schoharie,0,36
2023-04-11,Schuyler,0,26
2023-04-11,Seneca,0,48
2023-04-11,Southern Tier,22,987
2023-04-11,St. Lawrence,5,109
2023-04-11,Steuben,4,145
2023-04-11,Suffolk,43,2129
2023-04-11,Sullivan,1,209
2023-04-11,Tioga,1,78
2023-04-11,Tompkins,7,120
2023-04-11,Ulster,6,187
2023-04-11,Warren,5,119
2023-04-11,Washington,2,71
2023-04-11,Wayne,21,216
2023-04-11,Westchester,44,1412
2023-04-11,Western New York,63,1102
2023-04-11,Wyoming,2,26
2023-04-11,Yates,3,26
2023-04-10,Albany,8,120
2023-04-10,Allegany,3,60
2023-04-10,Bronx,17,1296
2023-04-10,Broome,1,122
2023-04-10,Capital Region,25,534
2023-04-10,Cattaraugus,4,34
2023-04-10,Cayuga,2,77
2023-04-10,Central New York,21,528
2023-04-10,Chautauqua,6,50
2023-04-10,Chemung,2,68
2023-04-10,Chenango,1,42
2023-04-10,Clinton,4,56
2023-04-10,Columbia,1,9
2023-04-10,Cortland,0,35
2023-04-10,Delaware,2,39
2023-04-10,Dutchess,2,229
2023-04-10,Erie,13,295
2023-04-10,Essex,0,25
2023-04-10,Finger Lakes,36,862
2023-04-10,Franklin,2,28
2023-04-10,Fulton,2,17
2023-04-10,Genesee,0,33
2023-04-10,Greene,2,25
2023-04-10,Hamilton,0,1
2023-04-10,Herkimer,3,41
2023-04-10,Jefferson,8,93
2023-04-10,Kings,38,2331
2023-04-10,Lewis,0,7
2023-04-10,Livingston,2,28
2023-04-10,Long Island,92,2750
2023-04-10,Madison,5,36
2023-04-10,Mid-Hudson,46,2487
2023-04-10,Mohawk Valley,9,258
2023-04-10,Monroe,20,529
2023-04-10,Montgomery,0,15
2023-04-10,Nassau,47,1276
2023-04-10,New York,36,1581
2023-04-10,New York City,159,8077
2023-04-10,Niagara,3,66
2023-04-10,North Country,18,293
2023-04-10,Oneida,2,138
2023-04-10,Onondaga,12,266
2023-04-10,Ontario,5,95
2023-04-10,Orange,10,479
2023-04-10,Orleans,2,23
2023-04-10,Oswego,2,114
2023-04-10,Otsego,1,34
2023-04-10,Putnam,3,77
2023-04-10,Queens,54,2331
2023-04-10,Rensselaer,4,55
2023-04-10,Richmond,14,538
2023-04-10,Rockland,6,303
2023-04-10,STATEWIDE,446,16704
2023-04-10,Saratoga,7,173
2023-04-10,Schenectady,2,82
2023-04-10,Schoharie,1,13
2023-04-10,Schuyler,0,11
2023-04-10,Seneca,2,30
2023-04-10,Southern Tier,11,410
2023-04-10,St. Lawrence,4,83
2023-04-10,Steuben,0,41
2023-04-10,Suffolk,45,1474
2023-04-10,Sullivan,3,138
2023-04-10,Tioga,0,34
2023-04-10,Tompkins,5,53
2023-04-10,Ulster,7,255
2023-04-10,Warren,0,45
2023-04-10,Washington,1,25
2023-04-10,Wayne,4,109
2023-04-10,Westchester,15,1006
2023-04-10,Western New York,29,505
2023-04-10,Wyoming,1,7
2023-04-10,Yates,0,8
2023-04-09,Albany,4,147
2023-04-09,Allegany,1,26
2023-04-09,Bronx,22,1766
2023-04-09,Broome,4,108
2023-04-09,Capital Region,20,665
2023-04-09,Cattaraugus,3,23
2023-04-09,Cayuga,4,88
2023-04-09,Central New York,32,507
2023-04-09,Chautauqua,8,71
2023-04-09,Chemung,0,48
2023-04-09,Chenango,1,28
2023-04-09,Clinton,4,78
2023-04-09,Columbia,0,13
2023-04-09,Cortland,0,26
2023-04-09,Delaware,0,35
2023-04-09,Dutchess,5,111
2023-04-09,Erie,20,470
2023-04-09,Essex,1,23
2023-04-09,Finger Lakes,36,805
2023-04-09,Franklin,0,27
2023-04-09,Fulton,0,29
2023-04-09,Genesee,0,19
2023-04-09,Greene,0,36
2023-04-09,Hamilton,1,4
2023-04-09,Herkimer,3,53
2023-04-09,Jefferson,3,74
2023-04-09,Kings,47,3751
2023-04-09,Lewis,0,12
2023-04-09,Livingston,3,36
2023-04-09,Long Island,94,3636
2023-04-09,Madison,3,28
2023-04-09,Mid-Hudson,39,1800
2023-04-09,Mohawk Valley,9,317
2023-04-09,Monroe,26,512
2023-04-09,Montgomery,0,11
2023-04-09,Nassau,43,1653
2023-04-09,New York,48,1941
2023-04-09,New York City,182,10875
2023-04-09,Niagara,10,108
2023-04-09,North Country,10,276
2023-04-09,Oneida,5,137
2023-04-09,Onondaga,22,304
2023-04-09,Ontario,2,78
2023-04-09,Orange,6,331
2023-04-09,Orleans,0,13
2023-04-09,Oswego,3,61
2023-04-09,Otsego,1,62
2023-04-09,Putnam,3,66
2023-04-09,Queens,53,2769
2023-04-09,Rensselaer,2,48
2023-04-09,Richmond,12,648
2023-04-09,Rockland,5,278
2023-04-09,STATEWIDE,474,19940
2023-04-09,Saratoga,7,142
2023-04-09,Schenectady,3,87
2023-04-09,Schoharie,0,25
2023-04-09,Schuyler,0,10
2023-04-09,Seneca,0,32
2023-04-09,Southern Tier,10,361
2023-04-09,St. Lawrence,1,58
2023-04-09,Steuben,3,39
2023-04-09,Suffolk,51,1983
2023-04-09,Sullivan,2,105
2023-04-09,Tioga,1,35
2023-04-09,Tompkins,1,58
2023-04-09,Ulster,4,64
2023-04-09,Warren,3,115
2023-04-09,Washington,1,77
2023-04-09,Wayne,4,96
2023-04-09,Westchester,14,845
2023-04-09,Western New York,42,698
2023-04-09,Wyoming,0,7
2023-04-09,Yates,1,12
2023-04-08,Albany,10,179
2023-04-08,Allegany,1,44
2023-04-08,Bronx,23,1666
2023-04-08,Broome,8,269
2023-04-08,Capital Region,32,756
2023-04-08,Cattaraugus,10,45
2023-04-08,Cayuga,1,103
2023-04-08,Central New York,31,744
2023-04-08,Chautauqua,1,46
2023-04-08,Chemung,3,110
2023-04-08,Chenango,2,92
2023-04-08,Clinton,0,114
2023-04-08,Columbia,1,17
2023-04-08,Cortland,1,48
2023-04-08,Delaware,1,47
2023-04-08,Dutchess,11,136
2023-04-08,Erie,11,493
2023-04-08,Essex,0,46
2023-04-08,Finger Lakes,66,1323
2023-04-08,Franklin,1,53
2023-04-08,Fulton,4,31
2023-04-08,Genesee,3,54
2023-04-08,Greene,0,12
2023-04-08,Hamilton,1,3
2023-04-08,Herkimer,1,45
2023-04-08,Jefferson,1,80
2023-04-08,Kings,70,5528
2023-04-08,Lewis,1,20
2023-04-08,Livingston,1,71
2023-04-08,Long Island,77,3454
2023-04-08,Madison,0,51
2023-04-08,Mid-Hudson,70,2478
2023-04-08,Mohawk Valley,20,464
2023-04-08,Monroe,44,796
2023-04-08,Montgomery,5,28
2023-04-08,Nassau,42,1741
2023-04-08,New York,33,1982
2023-04-08,New York City,179,12792
2023-04-08,Niagara,7,114
2023-04-08,North Country,9,433
2023-04-08,Oneida,8,274
2023-04-08,Onondaga,22,415
2023-04-08,Ontario,2,136
2023-04-08,Orange,14,571
2023-04-08,Orleans,0,36
2023-04-08,Oswego,7,127
2023-04-08,Otsego,1,71
2023-04-08,Putnam,4,89
2023-04-08,Queens,43,2809
2023-04-08,Rensselaer,1,76
2023-04-08,Richmond,10,807
2023-04-08,Rockland,9,362
2023-04-08,STATEWIDE,533,23956
2023-04-08,Saratoga,9,181
2023-04-08,Schenectady,4,77
2023-04-08,Schoharie,1,15
2023-04-08,Schuyler,1,21
2023-04-08,Seneca,0,24
2023-04-08,Southern Tier,19,770
2023-04-08,St. Lawrence,5,117
2023-04-08,Steuben,1,104
2023-04-08,Suffolk,35,1713
2023-04-08,Sullivan,0,164
2023-04-08,Tioga,1,55
2023-04-08,Tompkins,2,72
2023-04-08,Ulster,6,113
2023-04-08,Warren,4,121
2023-04-08,Washington,3,93
2023-04-08,Wayne,15,182
2023-04-08,Westchester,26,1043
2023-04-08,Western New York,30,742
2023-04-08,Wyoming,0,13
2023-04-08,Yates,1,11
2023-04-07,Albany,11,322
2023-04-07,Allegany,0,58
2023-04-07,Bronx,24,1686
2023-04-07,Broome,12,329
2023-04-07,Capital Region,46,1134
2023-04-07,Cattaraugus,8,49
2023-04-07,Cayuga,5,174
2023-04-07,Central New York,44,1284
2023-04-07,Chautauqua,2,36
2023-04-07,Chemung,10,469
2023-04-07,Chenango,5,147
2023-04-07,Clinton,7,122
2023-04-07,Columbia,2,29
2023-04-07,Cortland,9,329
2023-04-07,Delaware,1,67
2023-04-07,Dutchess,7,190
2023-04-07,Erie,23,396
