test_date,county,new_positives,total_number_of_tests_performed
2023-02-01,Greene,9,61
2023-02-01,Hamilton,1,5
2023-02-01,Herkimer,9,117
2023-02-01,Jefferson,15,218
2023-02-01,Kings,479,14663
2023-02-01,Lewis,4,52
2023-02-01,Livingston,13,113
2023-02-01,Long Island,496,8183
2023-02-01,Madison,10,188
2023-02-01,Mid-Hudson,443,6577
2023-02-01,Mohawk Valley,85,1143
2023-02-01,Monroe,120,1828
2023-02-01,Montgomery,10,154
2023-02-01,Nassau,246,3978
2023-02-01,New York,255,5532
2023-02-01,New York City,1483,33433
2023-02-01,Niagara,37,223
2023-02-01,North Country,66,808
2023-02-01,Oneida,48,657
2023-02-01,Onondaga,70,946
2023-02-01,Ontario,10,240
2023-02-01,Orange,84,1289
2023-02-01,Orleans,13,89
2023-02-01,Oswego,25,276
2023-02-01,Otsego,4,78
2023-02-01,Putnam,15,239
2023-02-01,Queens,398,6966
2023-02-01,Rensselaer,27,244
2023-02-01,Richmond,89,1545
2023-02-01,Rockland,69,972
2023-02-01,STATEWIDE,3371,60133
2023-02-01,Saratoga,38,468
2023-02-01,Schenectady,16,282
2023-02-01,Schoharie,1,54
2023-02-01,Schuyler,0,32
2023-02-01,Seneca,7,93
2023-02-01,Southern Tier,78,1274
2023-02-01,St. Lawrence,14,155
2023-02-01,Steuben,3,108
2023-02-01,Suffolk,250,4205
2023-02-01,Sullivan,17,269
2023-02-01,Tioga,4,94
2023-02-01,Tompkins,16,179
2023-02-01,Ulster,30,430
2023-02-01,Warren,11,184
2023-02-01,Washington,9,199
2023-02-01,Wayne,13,219
2023-02-01,Westchester,146,2558
2023-02-01,Western New York,224,1926
2023-02-01,Wyoming,3,30
2023-02-01,Yates,1,170
2023-01-31,Albany,62,538
2023-01-31,Allegany,3,97
2023-01-31,Bronx,236,4005
2023-01-31,Broome,46,509
2023-01-31,Capital Region,215,2105
2023-01-31,Cattaraugus,10,109
2023-01-31,Cayuga,15,259
2023-01-31,Central New York,150,1823
2023-01-31,Chautauqua,20,112
2023-01-31,Chemung,10,277
2023-01-31,Chenango,8,126
2023-01-31,Clinton,21,154
2023-01-31,Columbia,10,71
2023-01-31,Cortland,6,117
2023-01-31,Delaware,4,99
2023-01-31,Dutchess,56,470
2023-01-31,Erie,169,1202
2023-01-31,Essex,5,62
2023-01-31,Finger Lakes,173,2510
2023-01-31,Franklin,3,98
2023-01-31,Fulton,11,137
2023-01-31,Genesee,8,87
2023-01-31,Greene,6,64
2023-01-31,Hamilton,0,11
2023-01-31,Herkimer,12,167
2023-01-31,Jefferson,24,275
2023-01-31,Kings,366,7075
2023-01-31,Lewis,3,37
2023-01-31,Livingston,4,113
2023-01-31,Long Island,454,8122
2023-01-31,Madison,16,122
2023-01-31,Mid-Hudson,481,6055
2023-01-31,Mohawk Valley,73,1134
2023-01-31,Monroe,111,1585
2023-01-31,Montgomery,15,118
2023-01-31,Nassau,234,3986
2023-01-31,New York,220,5340
2023-01-31,New York City,1272,23759
2023-01-31,Niagara,38,211
2023-01-31,North Country,65,837
2023-01-31,Oneida,23,506
2023-01-31,Onondaga,97,1087
2023-01-31,Ontario,16,221
2023-01-31,Orange,108,1314
2023-01-31,Orleans,10,75
2023-01-31,Oswego,16,238
2023-01-31,Otsego,10,138
2023-01-31,Putnam,30,265
2023-01-31,Queens,341,5961
2023-01-31,Rensselaer,25,272
2023-01-31,Richmond,109,1378
2023-01-31,Rockland,45,847
2023-01-31,STATEWIDE,3238,49757
2023-01-31,Saratoga,44,452
2023-01-31,Schenectady,38,374
2023-01-31,Schoharie,2,68
2023-01-31,Schuyler,3,119
2023-01-31,Seneca,8,89
2023-01-31,Southern Tier,115,1681
2023-01-31,St. Lawrence,9,200
2023-01-31,Steuben,7,199
2023-01-31,Suffolk,220,4136
2023-01-31,Sullivan,17,276
2023-01-31,Tioga,10,128
2023-01-31,Tompkins,27,224
2023-01-31,Ulster,38,256
2023-01-31,Warren,13,192
2023-01-31,Washington,17,142
2023-01-31,Wayne,12,191
2023-01-31,Westchester,187,2627
2023-01-31,Western New York,240,1731
2023-01-31,Wyoming,4,81
2023-01-31,Yates,0,68
2023-01-30,Albany,28,362
2023-01-30,Allegany,0,31
2023-01-30,Bronx,160,2864
2023-01-30,Broome,17,295
2023-01-30,Capital Region,196,1634
2023-01-30,Cattaraugus,9,47
2023-01-30,Cayuga,9,165
2023-01-30,Central New York,97,1143
2023-01-30,Chautauqua,15,76
2023-01-30,Chemung,4,166
2023-01-30,Chenango,2,64
2023-01-30,Clinton,4,108
2023-01-30,Columbia,48,85
2023-01-30,Cortland,4,61
2023-01-30,Delaware,1,53
2023-01-30,Dutchess,26,165
2023-01-30,Erie,101,715
2023-01-30,Essex,5,36
2023-01-30,Finger Lakes,97,1230
2023-01-30,Franklin,4,47
2023-01-30,Fulton,3,44
2023-01-30,Genesee,4,58
2023-01-30,Greene,55,91
2023-01-30,Hamilton,0,1
2023-01-30,Herkimer,9,57
2023-01-30,Jefferson,31,299
2023-01-30,Kings,260,4052
2023-01-30,Lewis,6,31
2023-01-30,Livingston,3,46
2023-01-30,Long Island,366,5487
2023-01-30,Madison,7,67
2023-01-30,Mid-Hudson,314,3648
2023-01-30,Mohawk Valley,53,557
2023-01-30,Monroe,69,805
2023-01-30,Montgomery,2,64
2023-01-30,Nassau,206,2744
2023-01-30,New York,165,3135
2023-01-30,New York City,937,14915
2023-01-30,Niagara,21,168
2023-01-30,North Country,57,603
2023-01-30,Oneida,36,315
2023-01-30,Onondaga,49,615
2023-01-30,Ontario,10,111
2023-01-30,Orange,61,824
2023-01-30,Orleans,1,29
2023-01-30,Oswego,28,235
2023-01-30,Otsego,3,54
2023-01-30,Putnam,21,138
2023-01-30,Queens,262,3916
2023-01-30,Rensselaer,23,477
2023-01-30,Richmond,90,948
2023-01-30,Rockland,43,541
2023-01-30,STATEWIDE,2303,31117
2023-01-30,Saratoga,16,201
2023-01-30,Schenectady,14,286
2023-01-30,Schoharie,0,23
2023-01-30,Schuyler,1,30
2023-01-30,Seneca,2,27
2023-01-30,Southern Tier,40,863
2023-01-30,St. Lawrence,7,81
2023-01-30,Steuben,4,82
2023-01-30,Suffolk,160,2743
2023-01-30,Sullivan,16,159
2023-01-30,Tioga,4,58
2023-01-30,Tompkins,7,115
2023-01-30,Ulster,14,101
2023-01-30,Warren,8,61
2023-01-30,Washington,4,71
2023-01-30,Wayne,7,106
2023-01-30,Westchester,133,1720
2023-01-30,Western New York,146,1037
2023-01-30,Wyoming,1,30
2023-01-30,Yates,0,18
2023-01-29,Albany,28,323
2023-01-29,Allegany,2,74
2023-01-29,Bronx,178,2551
2023-01-29,Broome,13,232
2023-01-29,Capital Region,94,1206
2023-01-29,Cattaraugus,2,46
2023-01-29,Cayuga,4,99
2023-01-29,Central New York,79,973
2023-01-29,Chautauqua,8,58
2023-01-29,Chemung,7,175
2023-01-29,Chenango,2,63
2023-01-29,Clinton,6,82
2023-01-29,Columbia,4,38
2023-01-29,Cortland,10,59
2023-01-29,Delaware,5,36
2023-01-29,Dutchess,28,275
2023-01-29,Erie,82,723
2023-01-29,Essex,3,46
2023-01-29,Finger Lakes,80,1705
2023-01-29,Franklin,4,64
2023-01-29,Fulton,5,39
2023-01-29,Genesee,4,73
2023-01-29,Greene,3,41
2023-01-29,Hamilton,0,5
2023-01-29,Herkimer,4,47
2023-01-29,Jefferson,19,127
2023-01-29,Kings,220,4132
2023-01-29,Lewis,1,15
2023-01-29,Livingston,1,52
2023-01-29,Long Island,296,5959
2023-01-29,Madison,7,77
2023-01-29,Mid-Hudson,282,3407
2023-01-29,Mohawk Valley,27,457
2023-01-29,Monroe,52,1137
2023-01-29,Montgomery,1,48
2023-01-29,Nassau,151,2802
2023-01-29,New York,137,3220
2023-01-29,New York City,871,14980
2023-01-29,Niagara,18,114
2023-01-29,North Country,34,431
2023-01-29,Oneida,11,273
2023-01-29,Onondaga,41,614
2023-01-29,Ontario,11,178
2023-01-29,Orange,62,718
2023-01-29,Orleans,4,42
2023-01-29,Oswego,17,124
2023-01-29,Otsego,6,34
2023-01-29,Putnam,10,136
2023-01-29,Queens,256,4101
2023-01-29,Rensselaer,13,152
2023-01-29,Richmond,80,976
2023-01-29,Rockland,32,417
2023-01-29,STATEWIDE,1915,30848
2023-01-29,Saratoga,19,311
2023-01-29,Schenectady,15,135
2023-01-29,Schoharie,0,16
2023-01-29,Schuyler,1,24
2023-01-29,Seneca,2,33
2023-01-29,Southern Tier,40,715
2023-01-29,St. Lawrence,1,92
2023-01-29,Steuben,5,93
2023-01-29,Suffolk,145,3157
2023-01-29,Sullivan,7,243
2023-01-29,Tioga,2,45
2023-01-29,Tompkins,5,47
2023-01-29,Ulster,11,136
2023-01-29,Warren,6,117
2023-01-29,Washington,6,89
2023-01-29,Wayne,3,127
2023-01-29,Westchester,132,1482
2023-01-29,Western New York,112,1015
2023-01-29,Wyoming,0,24
2023-01-29,Yates,3,39
2023-01-28,Albany,34,455
2023-01-28,Allegany,6,34
2023-01-28,Bronx,229,3648
2023-01-28,Broome,13,396
2023-01-28,Capital Region,146,1771
2023-01-28,Cattaraugus,3,58
2023-01-28,Cayuga,11,168
2023-01-28,Central New York,118,1651
2023-01-28,Chautauqua,15,147
2023-01-28,Chemung,7,157
2023-01-28,Chenango,7,89
2023-01-28,Clinton,10,140
2023-01-28,Columbia,9,52
2023-01-28,Cortland,10,131
2023-01-28,Delaware,4,73
2023-01-28,Dutchess,38,425
2023-01-28,Erie,146,1022
2023-01-28,Essex,9,68
2023-01-28,Finger Lakes,126,2354
2023-01-28,Franklin,6,77
2023-01-28,Fulton,4,72
2023-01-28,Genesee,4,110
2023-01-28,Greene,4,54
2023-01-28,Hamilton,0,7
2023-01-28,Herkimer,8,124
2023-01-28,Jefferson,13,143
2023-01-28,Kings,392,7353
2023-01-28,Lewis,2,30
2023-01-28,Livingston,8,109
2023-01-28,Long Island,409,6611
2023-01-28,Madison,4,106
2023-01-28,Mid-Hudson,335,4761
2023-01-28,Mohawk Valley,64,874
2023-01-28,Monroe,87,1483
2023-01-28,Montgomery,3,66
2023-01-28,Nassau,206,3271
2023-01-28,New York,227,4755
2023-01-28,New York City,1242,23244
2023-01-28,Niagara,32,182
2023-01-28,North Country,48,657
2023-01-28,Oneida,42,463
2023-01-28,Onondaga,69,1017
2023-01-28,Ontario,16,224
2023-01-28,Orange,62,955
2023-01-28,Orleans,1,73
2023-01-28,Oswego,24,229
2023-01-28,Otsego,5,113
2023-01-28,Putnam,13,214
2023-01-28,Queens,298,6127
2023-01-28,Rensselaer,27,211
2023-01-28,Richmond,96,1361
2023-01-28,Rockland,54,761
2023-01-28,STATEWIDE,2741,44509
2023-01-28,Saratoga,28,398
2023-01-28,Schenectady,28,285
2023-01-28,Schoharie,2,36
2023-01-28,Schuyler,0,25
2023-01-28,Seneca,0,64
2023-01-28,Southern Tier,51,1143
2023-01-28,St. Lawrence,8,192
2023-01-28,Steuben,3,147
2023-01-28,Suffolk,203,3340
2023-01-28,Sullivan,17,259
2023-01-28,Tioga,7,86
2023-01-28,Tompkins,10,170
2023-01-28,Ulster,19,248
2023-01-28,Warren,13,203
2023-01-28,Washington,3,113
2023-01-28,Wayne,5,181
2023-01-28,Westchester,132,1899
2023-01-28,Western New York,202,1443
2023-01-28,Wyoming,3,78
2023-01-28,Yates,2,32
2023-01-27,Albany,47,545
2023-01-27,Allegany,3,129
2023-01-27,Bronx,275,4111
2023-01-27,Broome,37,499
2023-01-27,Capital Region,147,1958
2023-01-27,Cattaraugus,6,76
2023-01-27,Cayuga,12,165
2023-01-27,Central New York,128,1809
2023-01-27,Chautauqua,8,142
2023-01-27,Chemung,9,215
2023-01-27,Chenango,5,96
2023-01-27,Clinton,10,178
2023-01-27,Columbia,8,59
2023-01-27,Cortland,9,107
2023-01-27,Delaware,9,110
2023-01-27,Dutchess,61,379
2023-01-27,Erie,143,1115
2023-01-27,Essex,7,64
2023-01-27,Finger Lakes,137,2556
2023-01-27,Franklin,2,81
2023-01-27,Fulton,9,74
2023-01-27,Genesee,5,121
2023-01-27,Greene,9,59
2023-01-27,Hamilton,0,6
2023-01-27,Herkimer,13,137
2023-01-27,Jefferson,20,171
2023-01-27,Kings,384,21840
2023-01-27,Lewis,6,35
2023-01-27,Livingston,9,109
2023-01-27,Long Island,429,7282
2023-01-27,Madison,10,145
2023-01-27,Mid-Hudson,504,7346
2023-01-27,Mohawk Valley,86,1003
2023-01-27,Monroe,83,1625
2023-01-27,Montgomery,1,61
2023-01-27,Nassau,216,3734
2023-01-27,New York,271,5383
2023-01-27,New York City,1394,39008
2023-01-27,Niagara,33,221
2023-01-27,North Country,58,688
2023-01-27,Oneida,38,554
2023-01-27,Onondaga,76,1172
2023-01-27,Ontario,12,206
2023-01-27,Orange,91,2338
2023-01-27,Orleans,6,77
2023-01-27,Oswego,21,220
2023-01-27,Otsego,20,122
2023-01-27,Putnam,21,245
2023-01-27,Queens,367,5737
2023-01-27,Rensselaer,14,282
2023-01-27,Richmond,97,1937
2023-01-27,Rockland,58,1509
2023-01-27,STATEWIDE,3155,64691
2023-01-27,Saratoga,17,408
2023-01-27,Schenectady,39,339
2023-01-27,Schoharie,5,55
2023-01-27,Schuyler,0,21
2023-01-27,Seneca,7,85
2023-01-27,Southern Tier,79,1358
2023-01-27,St. Lawrence,13,153
2023-01-27,Steuben,7,167
2023-01-27,Suffolk,213,3548
2023-01-27,Sullivan,31,238
2023-01-27,Tioga,4,85
2023-01-27,Tompkins,8,165
2023-01-27,Ulster,34,267
2023-01-27,Warren,8,152
2023-01-27,Washington,5,114
2023-01-27,Wayne,10,225
2023-01-27,Westchester,208,2370
2023-01-27,Western New York,193,1683
2023-01-27,Wyoming,2,35
2023-01-27,Yates,3,73
2023-01-26,Albany,40,474
2023-01-26,Allegany,4,71
2023-01-26,Bronx,318,4404
2023-01-26,Broome,25,332
2023-01-26,Capital Region,159,2026
2023-01-26,Cattaraugus,9,77
2023-01-26,Cayuga,13,155
2023-01-26,Central New York,161,1822
2023-01-26,Chautauqua,15,164
2023-01-26,Chemung,8,198
2023-01-26,Chenango,3,57
2023-01-26,Clinton,18,157
2023-01-26,Columbia,5,47
2023-01-26,Cortland,6,98
2023-01-26,Delaware,3,89
2023-01-26,Dutchess,56,397
2023-01-26,Erie,180,1087
2023-01-26,Essex,5,75
2023-01-26,Finger Lakes,168,2453
2023-01-26,Franklin,3,90
2023-01-26,Fulton,13,93
2023-01-26,Genesee,6,93
2023-01-26,Greene,10,113
2023-01-26,Hamilton,1,8
2023-01-26,Herkimer,7,152
2023-01-26,Jefferson,32,221
2023-01-26,Kings,457,7913
2023-01-26,Lewis,3,49
2023-01-26,Livingston,7,92
2023-01-26,Long Island,453,7544
2023-01-26,Madison,10,134
2023-01-26,Mid-Hudson,462,5492
2023-01-26,Mohawk Valley,88,1127
2023-01-26,Monroe,115,1608
2023-01-26,Montgomery,7,96
2023-01-26,Nassau,241,3507
2023-01-26,New York,270,5672
2023-01-26,New York City,1522,25843
2023-01-26,Niagara,40,184
2023-01-26,North Country,83,757
2023-01-26,Oneida,50,634
2023-01-26,Onondaga,102,1143
2023-01-26,Ontario,16,194
2023-01-26,Orange,85,990
2023-01-26,Orleans,9,65
2023-01-26,Oswego,30,292
2023-01-26,Otsego,7,96
2023-01-26,Putnam,18,194
2023-01-26,Queens,372,6303
2023-01-26,Rensselaer,18,207
2023-01-26,Richmond,105,1551
2023-01-26,Rockland,70,877
2023-01-26,STATEWIDE,3405,49702
2023-01-26,Saratoga,35,402
2023-01-26,Schenectady,25,441
2023-01-26,Schoharie,4,56
2023-01-26,Schuyler,2,34
2023-01-26,Seneca,4,80
2023-01-26,Southern Tier,61,1055
2023-01-26,St. Lawrence,21,157
2023-01-26,Steuben,5,150
2023-01-26,Suffolk,212,4037
2023-01-26,Sullivan,20,260
2023-01-26,Tioga,6,72
2023-01-26,Tompkins,9,123
2023-01-26,Ulster,28,228
2023-01-26,Warren,13,187
2023-01-26,Washington,13,155
2023-01-26,Wayne,8,173
2023-01-26,Westchester,185,2546
2023-01-26,Western New York,248,1583
2023-01-26,Wyoming,1,24
2023-01-26,Yates,2,124
2023-01-25,Albany,64,612
2023-01-25,Allegany,3,61
2023-01-25,Bronx,325,5420
2023-01-25,Broome,41,432
2023-01-25,Capital Region,232,2226
2023-01-25,Cattaraugus,11,73
2023-01-25,Cayuga,12,258
2023-01-25,Central New York,145,2112
2023-01-25,Chautauqua,11,115
2023-01-25,Chemung,15,363
2023-01-25,Chenango,5,110
2023-01-25,Clinton,13,217
2023-01-25,Columbia,19,81
2023-01-25,Cortland,12,149
2023-01-25,Delaware,13,76
2023-01-25,Dutchess,55,430
2023-01-25,Erie,153,1115
2023-01-25,Essex,4,59
2023-01-25,Finger Lakes,169,2678
2023-01-25,Franklin,5,95
2023-01-25,Fulton,10,100
2023-01-25,Genesee,12,105
2023-01-25,Greene,11,66
2023-01-25,Hamilton,3,10
2023-01-25,Herkimer,18,173
2023-01-25,Jefferson,19,196
2023-01-25,Kings,470,8978
2023-01-25,Lewis,2,44
2023-01-25,Livingston,5,93
2023-01-25,Long Island,573,8806
2023-01-25,Madison,10,134
2023-01-25,Mid-Hudson,520,5947
2023-01-25,Mohawk Valley,108,1258
2023-01-25,Monroe,114,1770
2023-01-25,Montgomery,9,65
2023-01-25,Nassau,296,4333
2023-01-25,New York,364,6634
2023-01-25,New York City,1753,29906
2023-01-25,Niagara,32,301
2023-01-25,North Country,53,781
2023-01-25,Oneida,56,742
2023-01-25,Onondaga,86,1274
2023-01-25,Ontario,13,234
2023-01-25,Orange,112,1203
2023-01-25,Orleans,8,75
2023-01-25,Oswego,25,297
2023-01-25,Otsego,14,120
2023-01-25,Putnam,22,262
2023-01-25,Queens,494,7328
2023-01-25,Rensselaer,39,351
2023-01-25,Richmond,100,1546
2023-01-25,Rockland,78,935
2023-01-25,STATEWIDE,3862,56895
2023-01-25,Saratoga,49,520
2023-01-25,Schenectady,25,284
2023-01-25,Schoharie,1,58
2023-01-25,Schuyler,2,76
2023-01-25,Seneca,4,68
2023-01-25,Southern Tier,99,1516
2023-01-25,St. Lawrence,7,160
2023-01-25,Steuben,6,167
2023-01-25,Suffolk,277,4473
2023-01-25,Sullivan,21,262
2023-01-25,Tioga,5,98
2023-01-25,Tompkins,12,194
2023-01-25,Ulster,35,321
2023-01-25,Warren,9,163
2023-01-25,Washington,16,149
2023-01-25,Wayne,10,255
2023-01-25,Westchester,197,2534
2023-01-25,Western New York,210,1665
2023-01-25,Wyoming,2,32
2023-01-25,Yates,1,46
2023-01-24,Albany,51,429
2023-01-24,Allegany,3,45
2023-01-24,Bronx,268,4503
2023-01-24,Broome,44,546
2023-01-24,Capital Region,164,1778
2023-01-24,Cattaraugus,10,94
2023-01-24,Cayuga,12,220
2023-01-24,Central New York,129,1587
2023-01-24,Chautauqua,20,259
2023-01-24,Chemung,10,236
2023-01-24,Chenango,3,90
2023-01-24,Clinton,16,171
2023-01-24,Columbia,13,52
2023-01-24,Cortland,6,98
2023-01-24,Delaware,10,103
2023-01-24,Dutchess,72,599
2023-01-24,Erie,164,1149
2023-01-24,Essex,4,57
2023-01-24,Finger Lakes,160,2190
2023-01-24,Franklin,9,130
2023-01-24,Fulton,6,70
2023-01-24,Genesee,10,89
2023-01-24,Greene,5,53
2023-01-24,Hamilton,0,5
2023-01-24,Herkimer,15,149
2023-01-24,Jefferson,41,323
2023-01-24,Kings,394,7228
2023-01-24,Lewis,12,71
2023-01-24,Livingston,6,117
2023-01-24,Long Island,463,8070
2023-01-24,Madison,13,130
2023-01-24,Mid-Hudson,558,6432
2023-01-24,Mohawk Valley,82,1101
2023-01-24,Monroe,99,1282
2023-01-24,Montgomery,8,78
2023-01-24,Nassau,251,4055
2023-01-24,New York,233,5175
2023-01-24,New York City,1404,24141
2023-01-24,Niagara,34,247
2023-01-24,North Country,90,945
2023-01-24,Oneida,37,582
2023-01-24,Onondaga,70,910
2023-01-24,Ontario,14,223
2023-01-24,Orange,125,1341
2023-01-24,Orleans,11,71
2023-01-24,Oswego,28,229
2023-01-24,Otsego,13,162
2023-01-24,Putnam,25,275
2023-01-24,Queens,416,5910
2023-01-24,Rensselaer,13,239
2023-01-24,Richmond,93,1325
2023-01-24,Rockland,68,890
2023-01-24,STATEWIDE,3380,49515
2023-01-24,Saratoga,35,356
2023-01-24,Schenectady,26,332
2023-01-24,Schoharie,3,60
2023-01-24,Schuyler,2,41
2023-01-24,Seneca,6,105
2023-01-24,Southern Tier,99,1477
2023-01-24,St. Lawrence,8,188
2023-01-24,Steuben,8,186
2023-01-24,Suffolk,212,4015
2023-01-24,Sullivan,19,251
2023-01-24,Tioga,5,118
2023-01-24,Tompkins,17,157
2023-01-24,Ulster,45,272
2023-01-24,Warren,12,171
2023-01-24,Washington,9,146
2023-01-24,Wayne,10,162
2023-01-24,Westchester,204,2804
2023-01-24,Western New York,231,1794
2023-01-24,Wyoming,2,33
2023-01-24,Yates,2,108
2023-01-23,Albany,40,655
2023-01-23,Allegany,1,93
2023-01-23,Bronx,374,4756
2023-01-23,Broome,24,279
2023-01-23,Capital Region,120,1834
2023-01-23,Cattaraugus,6,43
2023-01-23,Cayuga,13,125
2023-01-23,Central New York,107,1321
2023-01-23,Chautauqua,17,91
2023-01-23,Chemung,5,164
2023-01-23,Chenango,1,47
2023-01-23,Clinton,8,115
2023-01-23,Columbia,4,63
2023-01-23,Cortland,9,65
2023-01-23,Delaware,2,34
2023-01-23,Dutchess,70,621
2023-01-23,Erie,126,905
2023-01-23,Essex,2,32
2023-01-23,Finger Lakes,131,1726
2023-01-23,Franklin,3,56
2023-01-23,Fulton,12,102
2023-01-23,Genesee,3,71
2023-01-23,Greene,4,46
2023-01-23,Hamilton,0,5
2023-01-23,Herkimer,17,117
2023-01-23,Jefferson,30,217
2023-01-23,Kings,363,5172
2023-01-23,Lewis,1,19
2023-01-23,Livingston,7,58
2023-01-23,Long Island,348,5010
2023-01-23,Madison,8,68
2023-01-23,Mid-Hudson,453,4713
2023-01-23,Mohawk Valley,91,697
2023-01-23,Monroe,73,1111
2023-01-23,Montgomery,10,77
2023-01-23,Nassau,190,2479
2023-01-23,New York,224,3909
2023-01-23,New York City,1344,19170
2023-01-23,Niagara,25,159
2023-01-23,North Country,51,550
2023-01-23,Oneida,47,321
2023-01-23,Onondaga,60,896
2023-01-23,Ontario,13,120
2023-01-23,Orange,79,819
2023-01-23,Orleans,8,55
2023-01-23,Oswego,17,167
2023-01-23,Otsego,5,46
2023-01-23,Putnam,10,114
2023-01-23,Queens,296,4361
2023-01-23,Rensselaer,17,221
2023-01-23,Richmond,87,972
2023-01-23,Rockland,67,702
2023-01-23,STATEWIDE,2865,37107
2023-01-23,Saratoga,21,356
2023-01-23,Schenectady,20,312
2023-01-23,Schoharie,0,34
2023-01-23,Schuyler,1,26
2023-01-23,Seneca,3,54
2023-01-23,Southern Tier,45,795
2023-01-23,St. Lawrence,7,106
2023-01-23,Steuben,4,89
2023-01-23,Suffolk,158,2531
2023-01-23,Sullivan,9,145
2023-01-23,Tioga,0,45
2023-01-23,Tompkins,8,111
2023-01-23,Ulster,20,203
2023-01-23,Warren,9,103
2023-01-23,Washington,5,78
2023-01-23,Wayne,12,114
2023-01-23,Westchester,198,2109
2023-01-23,Western New York,175,1291
2023-01-23,Wyoming,9,114
2023-01-23,Yates,3,29
2023-01-22,Albany,28,284
2023-01-22,Allegany,3,28
2023-01-22,Bronx,165,2416
2023-01-22,Broome,18,270
2023-01-22,Capital Region,88,1437
2023-01-22,Cattaraugus,4,42
2023-01-22,Cayuga,9,96
2023-01-22,Central New York,70,947
2023-01-22,Chautauqua,9,68
2023-01-22,Chemung,5,62
2023-01-22,Chenango,2,53
2023-01-22,Clinton,6,87
2023-01-22,Columbia,3,33
2023-01-22,Cortland,1,39
2023-01-22,Delaware,3,50
2023-01-22,Dutchess,38,249
2023-01-22,Erie,76,687
2023-01-22,Essex,0,28
2023-01-22,Finger Lakes,95,1789
2023-01-22,Franklin,1,61
2023-01-22,Fulton,4,54
2023-01-22,Genesee,4,72
2023-01-22,Greene,1,53
2023-01-22,Hamilton,0,5
2023-01-22,Herkimer,10,58
2023-01-22,Jefferson,24,162
2023-01-22,Kings,300,4303
2023-01-22,Lewis,2,19
2023-01-22,Livingston,2,57
2023-01-22,Long Island,417,6375
2023-01-22,Madison,9,79
2023-01-22,Mid-Hudson,311,3380
2023-01-22,Mohawk Valley,55,606
2023-01-22,Monroe,65,1095
2023-01-22,Montgomery,4,107
2023-01-22,Nassau,199,2913
2023-01-22,New York,195,3447
2023-01-22,New York City,1053,15943
2023-01-22,Niagara,14,92
2023-01-22,North Country,33,431
2023-01-22,Oneida,21,266
2023-01-22,Onondaga,43,603
2023-01-22,Ontario,9,136
2023-01-22,Orange,66,668
2023-01-22,Orleans,2,54
2023-01-22,Oswego,8,130
2023-01-22,Otsego,15,102
2023-01-22,Putnam,12,166
2023-01-22,Queens,318,4732
2023-01-22,Rensselaer,9,433
2023-01-22,Richmond,75,1045
2023-01-22,Rockland,24,361
2023-01-22,STATEWIDE,2268,32445
2023-01-22,Saratoga,18,292
2023-01-22,Schenectady,17,175
2023-01-22,Schoharie,1,19
2023-01-22,Schuyler,0,13
2023-01-22,Seneca,3,39
2023-01-22,Southern Tier,40,620
2023-01-22,St. Lawrence,0,69
2023-01-22,Steuben,8,86
2023-01-22,Suffolk,218,3462
2023-01-22,Sullivan,15,164
2023-01-22,Tioga,0,42
2023-01-22,Tompkins,4,44
2023-01-22,Ulster,16,172
2023-01-22,Warren,7,117
2023-01-22,Washington,5,50
2023-01-22,Wayne,8,151
2023-01-22,Westchester,140,1600
2023-01-22,Western New York,106,917
2023-01-22,Wyoming,2,55
2023-01-22,Yates,0,130
2023-01-21,Albany,36,321
2023-01-21,Allegany,2,43
2023-01-21,Bronx,216,3114
2023-01-21,Broome,44,407
2023-01-21,Capital Region,134,1418
2023-01-21,Cattaraugus,1,63
2023-01-21,Cayuga,14,164
2023-01-21,Central New York,123,1619
2023-01-21,Chautauqua,11,256
2023-01-21,Chemung,10,254
2023-01-21,Chenango,2,68
2023-01-21,Clinton,12,125
2023-01-21,Columbia,9,40
2023-01-21,Cortland,7,132
2023-01-21,Delaware,5,56
2023-01-21,Dutchess,54,462
2023-01-21,Erie,124,989
2023-01-21,Essex,6,62
2023-01-21,Finger Lakes,137,2476
2023-01-21,Franklin,3,86
2023-01-21,Fulton,2,35
2023-01-21,Genesee,7,96
2023-01-21,Greene,7,46
2023-01-21,Hamilton,0,6
2023-01-21,Herkimer,9,117
2023-01-21,Jefferson,10,121
2023-01-21,Kings,387,7144
2023-01-21,Lewis,2,33
2023-01-21,Livingston,10,120
2023-01-21,Long Island,458,6788
2023-01-21,Madison,8,100
2023-01-21,Mid-Hudson,346,4122
2023-01-21,Mohawk Valley,53,635
2023-01-21,Monroe,91,1554
2023-01-21,Montgomery,5,46
2023-01-21,Nassau,222,3387
2023-01-21,New York,264,4955
2023-01-21,New York City,1300,21663
2023-01-21,Niagara,23,154
2023-01-21,North Country,41,629
2023-01-21,Oneida,32,320
2023-01-21,Onondaga,71,990
2023-01-21,Ontario,9,216
2023-01-21,Orange,64,847
2023-01-21,Orleans,9,71
2023-01-21,Oswego,23,233
